Protocol,Packet_Size_Bytes,Connection_Duration_ms,Failed_Logins,Geo_Distance_km,Is_Malicious
UDP,977,119,1,84,0
TCP,907,4,0,751,0
UDP,1173,29,0,571,0
TCP,77,58,0,1154,0
UDP,147,283,0,98,0
UDP,568,75,0,414,0
TCP,499,227,0,587,0
TCP,53,16,0,304,0
TCP,284,112,0,528,0
UDP,416,96,0,356,0
ICMP,472,27,0,300,0
TCP,1559,121,0,588,0
TCP,582,6,0,407,0
TCP,209,218,0,540,0
TCP,260,40,0,97,0
TCP,193,85,1,347,0
TCP,386,195,0,363,0
TCP,26,29,0,1010,0
UDP,6516,58,4,6892,1
TCP,241,150,0,1,0
TCP,350,105,0,235,0
UDP,117,76,0,54,0
UDP,956,18,0,227,0
TCP,60,27,0,68,0
TCP,1400,211,0,157,0
UDP,363,96,0,328,0
TCP,119,628,0,9,0
TCP,627,106,0,44,0
TCP,556,92,0,0,0
TCP,217,54,0,244,0
TCP,555,298,0,3811,0
TCP,84,202,0,401,0
TCP,21,120,0,127,0
ICMP,1285,55,0,92,0
TCP,1099,80,0,188,0
UDP,525,29,0,240,0
TCP,476,12,0,146,0
UDP,150,31,1,794,0
TCP,271,73,0,621,0
TCP,528,11,0,751,0
TCP,885,86,0,236,0
TCP,64,32,0,1744,0
ICMP,472,27,0,561,0
TCP,455,271,0,633,0
TCP,983,35,0,1073,0
TCP,490,72,0,438,0
TCP,6152,33,5,5087,1
UDP,431,287,0,1,0
TCP,460,107,0,87,0
UDP,369,15,0,452,0
TCP,17,186,0,709,0
UDP,34,83,0,1363,0
TCP,121,187,0,65,0
TCP,30,635,0,6,0
TCP,254,66,0,136,0
TCP,1159,101,0,24,0
ICMP,240,101,0,208,0
TCP,111,194,0,1393,0
TCP,971,104,0,288,0
TCP,1434,361,1,63,0
ICMP,714,133,0,961,0
UDP,328,35,0,618,0
TCP,520,168,0,115,0
UDP,143,30,1,532,0
UDP,1098,59,0,447,0
TCP,231,0,0,154,0
UDP,890,147,0,610,0
TCP,270,162,0,1559,0
UDP,144,87,0,108,0
TCP,1108,69,0,997,0
ICMP,312,25,0,376,0
UDP,320,70,0,18,0
TCP,11,238,0,606,0
UDP,330,93,0,579,0
TCP,73,4,0,311,0
UDP,1546,153,0,12,0
ICMP,1542,230,1,195,0
TCP,169,258,1,164,0
TCP,66,164,0,136,0
TCP,66,59,0,355,0
TCP,5,45,0,326,0
ICMP,94,9,1,1121,0
ICMP,763,87,0,2418,0
UDP,565,77,0,15,0
TCP,297,95,1,315,0
UDP,430,140,0,354,0
TCP,332,203,0,532,0
TCP,442,84,0,2000,0
UDP,694,21,2,888,0
ICMP,402,52,0,304,0
TCP,156,42,0,1102,0
UDP,679,341,0,543,0
TCP,309,19,0,50,0
UDP,549,8,0,41,0
TCP,237,47,1,113,0
TCP,122,99,0,238,0
ICMP,738,57,0,148,0
TCP,356,51,0,368,0
ICMP,21,40,0,70,0
TCP,66,33,0,242,0
TCP,1701,218,0,856,0
TCP,34,26,0,858,0
TCP,1392,172,0,754,0
TCP,818,73,0,83,0
TCP,1049,89,0,127,0
TCP,2999,10,0,374,0
UDP,631,412,0,96,0
TCP,120,19,0,704,0
UDP,491,50,0,758,0
UDP,337,14,0,547,0
TCP,1264,233,0,85,0
ICMP,645,31,0,337,0
UDP,377,24,4,7012,1
TCP,576,199,0,96,0
TCP,1562,231,0,219,0
TCP,421,558,0,577,1
TCP,677,292,0,482,0
TCP,139,173,0,291,0
TCP,67,166,0,257,0
TCP,1106,276,0,1348,0
UDP,371,47,0,204,0
TCP,823,41,1,751,0
TCP,222,93,0,46,0
UDP,700,89,0,690,0
TCP,210,156,0,544,0
TCP,67,94,0,1478,0
TCP,5402,76,0,273,1
TCP,426,172,0,933,0
TCP,440,6,0,174,0
TCP,204,172,0,497,0
TCP,352,220,0,502,0
TCP,0,165,0,182,0
TCP,277,17,0,1824,0
UDP,295,127,1,827,0
TCP,14,15,0,1301,0
UDP,778,81,0,1283,0
TCP,511,5,0,30,0
TCP,424,101,0,631,0
TCP,159,173,0,230,0
UDP,146,214,0,52,0
TCP,803,318,0,680,0
TCP,65,21,1,103,0
TCP,786,294,1,60,0
TCP,3,41,0,939,0
TCP,547,57,0,137,0
UDP,36,63,0,177,0
TCP,804,54,0,713,0
TCP,721,343,0,1205,0
UDP,53,54,0,22,0
TCP,1169,206,1,847,0
TCP,963,9,1,96,0
ICMP,3995,22,6,4799,1
ICMP,68,10,0,555,0
UDP,622,89,1,910,0
TCP,1170,153,0,1472,0
TCP,365,95,0,167,0
TCP,27,85,0,301,0
TCP,422,71,0,1267,0
UDP,65,47,0,193,0
TCP,21,81,0,211,0
TCP,1008,28,0,46,0
UDP,337,231,0,2,0
TCP,416,14,0,505,0
TCP,584,16,0,114,0
TCP,629,19,0,969,0
UDP,183,18,0,203,0
TCP,97,221,1,1177,0
TCP,28,107,0,213,0
TCP,50,355,0,1090,0
TCP,786,9,0,593,0
TCP,433,238,0,7,0
TCP,495,90,0,975,0
TCP,886,39,0,817,0
UDP,814,446,0,476,0
TCP,241,92,0,664,0
UDP,182,41,0,264,0
TCP,7211,69,5,4392,1
TCP,16,33,0,239,0
TCP,293,67,0,134,0
TCP,1408,55,0,51,0
TCP,409,99,0,595,0
ICMP,4055,110,4,5424,1
TCP,882,17,0,36,0
TCP,755,62,0,1685,0
ICMP,292,94,0,191,0
UDP,183,62,0,117,0
ICMP,285,148,1,461,0
ICMP,275,128,0,530,0
TCP,71,70,0,1000,0
TCP,977,25,0,1032,0
UDP,673,5,0,937,0
TCP,855,46,0,979,0
TCP,653,25,0,78,0
UDP,678,43,0,841,0
TCP,187,28,0,74,0
ICMP,414,56,0,1117,0
TCP,275,63,0,991,0
ICMP,2,89,0,355,0
TCP,508,213,0,297,0
UDP,100,180,0,436,0
ICMP,297,31,0,1238,0
UDP,1123,61,0,1213,0
TCP,132,67,9,8307,1
TCP,2042,39,0,2032,0
TCP,767,12,2,83,0
TCP,1102,6,0,388,0
TCP,18,2,1,702,0
TCP,363,9,0,1473,0
TCP,642,44,0,69,0
ICMP,287,72,0,714,0
TCP,194,9,0,208,0
UDP,133,34,1,102,0
TCP,406,293,1,376,0
TCP,1184,37,0,461,0
TCP,805,82,0,771,0
TCP,602,91,0,183,0
TCP,480,324,0,21,0
UDP,460,0,1,115,0
TCP,1246,92,0,598,0
ICMP,319,16,0,452,0
TCP,95,24,0,862,0
TCP,1109,166,1,269,0
TCP,323,55,0,491,0
ICMP,129,56,0,357,0
UDP,260,79,0,733,0
TCP,5033,625,0,4639,1
TCP,283,194,0,104,0
TCP,763,125,0,859,0
TCP,173,23,0,222,0
UDP,555,160,0,326,0
TCP,148,107,0,1042,0
TCP,238,66,0,47,0
TCP,150,0,0,270,0
TCP,90,467,0,175,0
TCP,74,174,0,357,0
TCP,398,263,0,368,0
TCP,375,102,0,980,0
TCP,998,89,0,110,0
UDP,210,455,0,86,0
TCP,11,25,0,36,0
UDP,670,252,1,63,0
TCP,325,106,0,27,0
TCP,47,191,0,492,0
TCP,94,166,0,3799,0
TCP,210,480,0,425,0
ICMP,349,81,0,423,0
UDP,571,161,0,772,0
TCP,790,3,0,77,0
TCP,1049,37,0,10,0
TCP,549,200,0,592,0
TCP,435,5,0,1726,0
TCP,260,67,0,129,0
TCP,197,66,0,169,0
TCP,984,79,0,1349,0
TCP,629,4,0,20,0
TCP,125,331,0,781,0
TCP,185,75,0,492,0
TCP,90,241,0,450,0
UDP,760,178,0,554,0
TCP,815,32,0,54,0
ICMP,18,163,0,1087,0
TCP,726,124,0,2121,0
ICMP,448,325,0,281,0
ICMP,507,109,1,285,0
TCP,1290,441,0,14,0
UDP,760,6,0,56,0
UDP,322,153,0,786,0
ICMP,981,221,0,805,0
TCP,528,72,0,565,0
TCP,142,105,0,707,0
UDP,72,231,0,1115,0
TCP,278,89,0,195,0
TCP,272,59,0,145,0
TCP,816,2,0,554,0
TCP,3350,71,6,5980,1
TCP,10,66,0,360,0
TCP,974,298,0,81,0
TCP,98,55,1,853,0
TCP,158,92,1,91,0
TCP,7,59,0,102,0
TCP,390,6,0,197,0
UDP,5043,66,2,5124,1
TCP,381,312,0,1140,0
UDP,472,33,0,817,0
UDP,524,108,0,488,0
TCP,4695,62,0,7337,1
TCP,366,40,0,1256,0
TCP,597,110,0,554,0
UDP,943,9,0,8,0
TCP,299,85,0,363,0
TCP,108,44,0,1421,0
TCP,89,8,0,505,0
UDP,56,175,0,93,0
TCP,1238,147,0,248,0
TCP,202,160,0,708,0
TCP,156,8,0,351,0
UDP,449,35,0,205,0
UDP,1523,70,0,164,0
TCP,120,285,0,237,0
ICMP,820,99,1,11,0
UDP,7265,52,0,13,1
ICMP,954,118,0,452,0
TCP,945,17,0,51,0
TCP,1028,106,0,518,0
TCP,380,208,0,383,0
UDP,200,198,0,118,0
TCP,19,316,0,440,0
TCP,754,16,0,311,0
TCP,12,194,0,148,0
TCP,149,84,0,70,0
ICMP,444,1,0,492,0
TCP,55,129,0,406,0
TCP,425,65,0,700,0
ICMP,490,18,0,1196,0
ICMP,82,51,0,672,0
TCP,429,57,0,370,0
UDP,5031,173,0,511,1
TCP,196,175,0,26,0
TCP,1137,188,0,411,0
TCP,7979,144,8,130,1
TCP,16,137,0,153,0
TCP,87,119,0,1053,0
UDP,682,117,0,212,0
TCP,211,33,0,424,0
TCP,158,105,0,661,0
TCP,461,18,0,823,0
TCP,136,36,0,1405,0
UDP,241,63,0,98,0
TCP,141,803,0,577,0
UDP,116,138,0,17,0
UDP,5444,146,6,4578,1
TCP,131,22,0,93,0
TCP,1270,106,0,1665,0
TCP,50,32,1,592,0
TCP,139,28,0,177,0
TCP,409,62,0,13,0
TCP,362,124,0,109,0
TCP,355,14,0,1079,0
TCP,1322,104,0,200,0
UDP,475,2,0,1807,0
UDP,397,227,0,1025,0
TCP,318,49,0,189,0
TCP,121,2,0,1648,0
TCP,264,162,1,61,0
TCP,591,29,0,856,0
UDP,151,23,0,344,0
UDP,286,30,1,482,0
TCP,359,4,2,608,0
TCP,294,436,0,180,0
TCP,538,267,0,486,0
TCP,146,119,0,1977,0
UDP,221,149,0,224,0
TCP,39,25,0,70,0
ICMP,1024,199,0,303,0
TCP,576,151,0,1038,0
TCP,223,54,0,284,0
TCP,527,11,0,1135,0
TCP,2075,517,0,6,0
TCP,146,40,0,431,0
TCP,402,102,0,364,0
TCP,322,104,0,529,0
TCP,324,214,0,34,0
TCP,674,113,0,738,0
TCP,234,60,0,576,0
TCP,194,31,0,674,0
TCP,820,69,0,43,0
TCP,469,114,0,676,0
TCP,203,73,0,588,0
TCP,240,255,0,463,0
TCP,430,75,0,2167,0
UDP,633,70,0,326,0
UDP,264,89,0,33,0
TCP,138,126,0,676,0
TCP,280,50,0,406,0
TCP,566,210,0,1977,0
TCP,201,171,0,547,0
TCP,960,52,0,173,0
TCP,414,15,0,404,0
UDP,692,256,0,98,0
TCP,986,7,0,675,0
UDP,196,30,0,284,0
UDP,552,15,0,1294,0
UDP,273,235,0,499,0
TCP,1583,124,0,439,0
UDP,445,198,0,430,0
TCP,64,26,0,157,0
TCP,95,157,0,628,0
TCP,152,67,0,1113,0
TCP,562,199,0,50,0
TCP,101,42,0,56,0
TCP,22,121,0,90,0
TCP,740,36,0,136,0
TCP,1796,10,0,156,0
TCP,10,110,0,323,1
UDP,17,34,0,208,0
TCP,814,2,0,50,0
TCP,171,81,1,1971,0
TCP,871,274,0,3,0
UDP,426,9,0,1593,0
TCP,654,18,0,705,0
UDP,30,266,0,2139,0
TCP,612,144,0,852,0
TCP,281,100,0,318,0
UDP,853,177,0,45,0
UDP,604,94,0,1970,0
UDP,560,13,0,580,0
TCP,324,69,0,950,0
TCP,314,84,1,197,0
TCP,297,212,0,1696,0
ICMP,1355,71,0,299,0
ICMP,56,71,0,873,0
TCP,412,81,0,428,0
TCP,395,11,0,74,0
ICMP,348,212,2,109,0
ICMP,83,55,0,1054,0
TCP,973,168,0,246,0
TCP,409,80,0,1468,0
UDP,98,119,0,428,0
UDP,286,33,0,78,0
UDP,96,123,0,584,0
UDP,3713,9,3,5684,1
UDP,169,23,0,89,0
TCP,992,165,0,76,0
TCP,1416,107,0,1598,0
UDP,322,21,0,538,0
TCP,282,53,0,741,0
UDP,268,121,3,5447,1
UDP,534,98,0,119,0
TCP,475,41,0,749,0
TCP,703,248,0,110,0
TCP,157,105,0,175,0
TCP,75,5,0,1263,0
TCP,180,66,1,43,0
TCP,1225,79,0,186,0
TCP,530,84,0,725,0
TCP,4930,61,4,4223,1
TCP,156,45,0,511,0
TCP,151,19,0,91,0
TCP,330,32,0,961,0
TCP,68,27,0,79,0
TCP,1640,97,0,164,0
TCP,126,59,0,44,0
TCP,461,4,0,1049,0
TCP,1005,5,0,73,0
TCP,425,59,0,135,0
TCP,332,7,1,427,0
UDP,968,417,1,75,0
TCP,740,41,0,13,0
TCP,290,18,0,855,0
TCP,475,15,0,270,0
TCP,399,20,0,615,0
UDP,105,31,0,2663,0
TCP,294,20,0,491,0
TCP,527,31,0,650,0
UDP,89,90,0,135,0
TCP,5458,38,8,4411,1
TCP,138,5,0,2028,0
UDP,125,25,0,333,0
TCP,448,27,1,1852,0
TCP,29,4,1,966,0
TCP,371,160,0,443,0
ICMP,130,81,1,777,0
TCP,386,289,0,677,0
TCP,352,185,0,286,0
TCP,74,68,1,1478,0
ICMP,188,187,0,380,0
UDP,196,8,0,278,0
TCP,322,116,1,127,0
TCP,5077,36,0,6744,1
TCP,826,27,0,1152,0
UDP,1662,67,0,1118,0
TCP,437,71,1,178,0
ICMP,59,182,0,131,0
TCP,392,43,0,271,0
UDP,56,313,0,769,0
TCP,905,18,0,250,0
TCP,570,51,0,43,0
UDP,785,47,0,1558,0
TCP,587,196,0,698,0
TCP,26,548,0,174,0
UDP,376,44,1,155,0
ICMP,300,75,0,16,0
TCP,1029,288,1,68,0
TCP,4846,33,0,6012,1
UDP,1129,28,0,360,0
TCP,126,13,0,55,0
TCP,515,40,0,115,0
TCP,52,92,0,1554,0
TCP,232,1,0,37,0
TCP,1240,25,0,115,0
UDP,178,150,0,71,0
TCP,12,77,0,9,0
TCP,588,100,0,216,0
UDP,506,147,1,152,0
TCP,1345,17,0,123,0
TCP,575,61,0,169,0
TCP,23,200,0,53,0
TCP,393,11,0,275,0
UDP,795,406,0,201,0
TCP,1802,83,0,297,0
ICMP,201,98,0,954,0
UDP,262,1,0,293,0
TCP,174,13,0,604,0
ICMP,752,502,0,228,0
TCP,183,312,0,112,0
TCP,152,41,0,307,0
UDP,91,534,0,130,0
TCP,159,11,1,760,0
UDP,32,6,0,472,0
UDP,134,52,0,612,0
TCP,382,50,0,323,0
UDP,1619,8,0,1478,0
TCP,488,27,0,753,0
TCP,25,12,0,95,0
TCP,542,12,1,2289,0
TCP,564,230,0,160,0
TCP,115,80,0,491,0
UDP,739,83,0,361,0
UDP,1986,24,1,194,0
ICMP,4267,37,5,5227,1
TCP,290,124,0,327,0
TCP,1947,100,0,571,0
TCP,653,73,1,460,0
TCP,81,32,0,206,0
TCP,1153,137,0,613,0
TCP,350,13,0,1967,0
TCP,248,37,0,658,0
TCP,87,201,0,1581,0
TCP,468,118,0,517,0
UDP,468,120,0,366,0
TCP,922,19,0,1843,0
UDP,92,29,0,172,0
TCP,396,61,0,19,0
TCP,99,12,0,311,1
TCP,1289,93,0,457,0
TCP,135,203,0,167,0
TCP,165,51,0,230,0
TCP,279,110,0,69,0
TCP,6,26,0,55,0
TCP,891,126,2,246,0
TCP,324,36,0,63,0
ICMP,246,128,0,3289,0
TCP,575,154,0,47,0
TCP,51,16,0,187,1
TCP,6662,14,3,4188,1
TCP,5474,19,8,106,1
UDP,64,189,1,200,0
TCP,188,78,0,17,0
TCP,41,95,0,961,0
TCP,592,123,0,210,0
TCP,674,89,0,1459,0
UDP,661,167,0,1434,0
TCP,377,36,0,204,0
TCP,974,20,2,577,0
TCP,656,8,0,467,0
TCP,818,11,0,116,0
TCP,253,53,0,40,0
TCP,234,251,1,24,0
TCP,333,58,0,395,0
ICMP,113,78,1,600,0
TCP,711,53,0,15,0
UDP,474,52,0,316,0
TCP,624,329,0,48,0
UDP,705,120,0,29,0
TCP,431,56,1,710,0
TCP,61,55,0,621,0
UDP,463,68,0,677,0
UDP,371,106,2,278,0
TCP,80,59,0,128,0
TCP,676,248,0,1001,0
UDP,1864,12,0,24,0
UDP,558,35,0,500,0
ICMP,1276,71,0,650,0
TCP,616,131,0,149,0
TCP,205,82,0,88,0
TCP,347,84,0,136,0
TCP,1079,180,0,304,0
UDP,1453,38,0,406,0
TCP,134,10,1,423,0
TCP,544,67,0,777,0
UDP,210,30,0,607,0
TCP,971,205,0,611,0
UDP,133,60,1,156,0
TCP,131,62,0,1319,0
ICMP,2414,43,0,522,0
TCP,805,115,0,414,0
TCP,7,3,0,584,0
TCP,268,35,0,290,0
UDP,434,1,0,505,0
UDP,566,29,0,253,0
ICMP,475,133,0,350,0
UDP,25,141,0,1313,0
TCP,148,36,0,856,0
TCP,996,289,1,30,0
TCP,212,179,0,826,0
TCP,1031,47,0,491,0
TCP,766,80,0,597,0
UDP,27,106,0,589,0
TCP,1078,11,0,642,0
TCP,519,89,0,74,0
TCP,364,162,1,2134,0
TCP,236,114,0,116,0
TCP,646,77,0,272,0
ICMP,516,108,0,103,0
UDP,186,1,0,329,0
UDP,2,37,0,75,0
UDP,731,183,0,78,0
UDP,748,24,0,532,0
TCP,45,119,0,861,0
TCP,270,15,1,454,0
TCP,1015,12,0,21,0
TCP,700,114,0,608,0
TCP,267,38,0,477,0
TCP,630,90,0,402,0
UDP,377,76,0,9,0
ICMP,677,300,0,742,0
TCP,1085,249,0,256,0
TCP,396,14,0,624,0
TCP,199,17,0,213,0
TCP,1265,32,0,939,0
TCP,256,114,0,156,0
TCP,195,30,0,71,0
TCP,327,95,0,441,0
TCP,527,86,0,10,0
TCP,154,71,0,14,0
TCP,174,6,0,945,0
UDP,305,71,0,410,0
UDP,133,81,0,157,0
TCP,165,109,0,12,0
TCP,1143,220,0,643,0
UDP,186,264,0,946,0
TCP,497,44,0,150,0
UDP,745,63,0,315,0
TCP,93,108,0,174,0
TCP,89,153,0,123,0
TCP,151,133,1,64,0
TCP,4458,12,5,177,1
UDP,680,70,1,33,0
TCP,162,9,0,633,0
TCP,175,780,0,606,0
TCP,1433,0,1,469,0
TCP,489,169,0,84,0
UDP,54,11,0,18,0
ICMP,682,51,0,78,0
TCP,255,17,0,176,0
TCP,407,22,0,738,0
UDP,238,359,0,341,0
TCP,272,70,0,1066,0
TCP,915,123,0,539,0
TCP,1156,96,0,397,0
TCP,1324,71,1,486,0
TCP,119,17,0,517,0
TCP,102,155,0,649,0
TCP,1605,147,0,361,0
TCP,225,10,0,1342,0
TCP,3,153,0,235,0
TCP,368,298,0,74,0
TCP,1121,36,0,33,0
ICMP,82,45,0,105,0
UDP,840,176,0,623,0
TCP,603,177,0,330,0
TCP,616,146,0,44,0
TCP,486,110,0,932,0
ICMP,470,67,0,2311,0
UDP,514,208,0,52,0
TCP,232,164,0,1758,0
TCP,150,28,0,829,0
TCP,22,31,0,5,0
UDP,425,35,1,561,0
TCP,1138,199,9,8127,1
UDP,241,38,0,157,0
UDP,296,43,0,1825,0
ICMP,1094,184,0,343,0
TCP,244,157,1,14,0
TCP,192,69,1,1202,0
TCP,734,81,0,253,0
UDP,59,32,0,58,0
TCP,343,77,0,1003,0
TCP,1249,29,0,415,0
TCP,113,85,0,123,0
TCP,829,115,1,865,0
TCP,158,96,0,1087,0
TCP,1442,31,0,2978,0
TCP,787,213,0,4,1
TCP,45,155,0,129,0
TCP,624,76,0,264,0
TCP,277,147,0,48,0
TCP,288,67,0,46,0
TCP,353,7,0,2100,0
UDP,140,118,1,1364,0
UDP,1700,95,0,286,0
UDP,321,112,0,579,0
UDP,348,45,0,18,0
TCP,5985,371,6,7876,1
TCP,111,20,0,380,0
TCP,133,8,0,600,0
TCP,1252,5,0,2772,0
TCP,209,30,0,1294,0
TCP,212,208,2,155,0
TCP,7,163,0,1087,0
ICMP,114,411,0,286,0
UDP,6037,42,0,4252,1
ICMP,624,138,0,359,0
TCP,5,232,0,30,0
TCP,702,49,0,242,0
TCP,783,0,0,115,0
TCP,124,5,0,663,0
TCP,14,10,0,205,0
UDP,1913,39,0,12,0
TCP,175,186,0,32,0
ICMP,517,3,0,37,0
TCP,184,144,0,328,0
TCP,144,63,0,114,0
ICMP,200,23,0,93,0
UDP,180,76,0,2052,0
TCP,616,31,0,788,0
TCP,585,192,0,305,0
TCP,479,112,0,475,0
TCP,418,2,0,979,0
TCP,235,351,0,6414,1
TCP,552,13,0,747,0
TCP,763,23,0,218,0
UDP,184,132,0,42,0
TCP,140,358,0,321,0
TCP,603,18,0,124,0
UDP,409,137,0,332,0
UDP,656,196,0,162,0
UDP,6767,19,0,146,1
UDP,1235,181,0,269,0
ICMP,246,104,0,187,0
TCP,572,79,0,341,0
TCP,356,108,0,4,0
UDP,1346,39,0,1588,0
TCP,545,13,0,2023,0
UDP,158,0,0,24,0
ICMP,31,132,0,20,0
TCP,26,19,0,203,0
TCP,1717,23,1,26,0
TCP,1008,74,0,826,0
TCP,324,180,0,729,0
TCP,1077,104,0,670,0
TCP,983,68,0,8,0
TCP,2702,181,0,617,0
UDP,1633,28,0,208,0
TCP,582,91,0,1072,0
TCP,587,21,0,1651,0
TCP,382,152,0,405,0
TCP,157,22,0,162,0
TCP,1709,31,0,366,0
TCP,82,56,0,206,0
TCP,585,70,0,429,0
UDP,546,14,0,531,0
TCP,72,81,0,91,0
ICMP,110,205,0,15,0
TCP,214,33,0,246,0
TCP,243,82,0,55,0
TCP,836,3,0,4726,1
TCP,427,277,0,97,0
TCP,84,182,0,89,0
UDP,405,583,0,626,0
TCP,262,59,0,42,0
UDP,396,64,0,113,0
TCP,54,82,0,229,0
TCP,541,162,0,1121,0
ICMP,1134,45,0,76,0
TCP,167,19,0,73,0
TCP,981,204,0,656,0
UDP,513,29,0,1032,0
TCP,174,97,0,752,0
TCP,510,101,0,491,0
TCP,294,29,0,846,0
TCP,236,48,1,221,0
TCP,54,118,1,18,0
TCP,46,3,0,804,0
UDP,669,102,2,1456,0
TCP,38,20,0,159,0
ICMP,1339,83,0,610,0
TCP,759,92,0,207,0
TCP,224,61,0,48,0
UDP,1210,60,8,169,1
TCP,61,54,0,7,0
TCP,115,122,1,76,0
TCP,2634,25,0,363,0
TCP,32,34,0,370,0
ICMP,277,63,0,879,0
TCP,593,145,0,863,0
ICMP,1213,85,0,288,0
TCP,137,2,0,1277,0
TCP,411,107,0,1105,0
TCP,455,120,0,76,0
TCP,29,88,0,964,0
TCP,79,213,0,1754,0
TCP,39,51,0,2379,0
ICMP,740,252,0,123,0
TCP,76,309,0,67,0
TCP,1032,141,0,201,0
TCP,125,288,0,445,0
TCP,9,66,0,1053,0
UDP,251,107,0,104,0
TCP,747,28,0,305,0
TCP,275,117,0,637,0
TCP,119,330,0,55,0
UDP,419,384,0,205,0
TCP,311,89,0,705,0
TCP,214,46,1,197,0
TCP,1591,206,0,111,0
TCP,539,177,0,224,0
UDP,139,95,0,4,0
TCP,184,184,0,97,0
TCP,1123,199,0,150,0
TCP,738,103,0,883,0
TCP,325,146,0,402,0
TCP,444,311,0,237,0
TCP,683,69,0,1234,0
TCP,86,125,0,266,0
UDP,6,12,0,431,0
TCP,32,3,0,228,0
UDP,400,67,0,114,0
TCP,70,35,0,490,0
ICMP,37,8,0,773,0
ICMP,5,25,0,591,0
TCP,259,87,0,22,0
TCP,941,28,0,117,0
TCP,727,59,0,59,0
TCP,796,124,0,171,0
TCP,206,292,1,1282,0
UDP,451,202,0,2067,0
TCP,283,70,1,101,0
TCP,408,81,0,233,0
UDP,449,18,0,459,0
TCP,253,159,0,1077,0
TCP,433,439,0,408,0
TCP,20,197,0,586,0
TCP,891,51,0,428,0
ICMP,4,12,0,235,0
TCP,404,127,0,315,0
TCP,500,111,0,306,0
TCP,1778,310,0,254,0
UDP,49,28,0,1584,0
TCP,565,173,0,400,0
TCP,236,55,0,122,0
TCP,219,42,0,98,0
TCP,243,228,0,379,0
UDP,893,95,0,901,0
TCP,702,105,0,306,0
UDP,275,30,0,133,0
TCP,5884,90,5,4996,1
TCP,166,95,0,47,0
TCP,550,43,0,1,0
UDP,304,78,0,558,0
TCP,303,5,0,153,0
TCP,207,29,0,1709,0
UDP,653,129,1,260,0
TCP,162,243,0,1225,0
UDP,2093,84,0,708,0
UDP,13,69,0,47,0
TCP,132,357,0,161,0
TCP,688,158,0,1663,0
UDP,268,214,0,199,0
ICMP,1147,314,0,837,0
ICMP,253,62,0,181,0
UDP,252,11,0,647,0
TCP,104,17,0,76,0
UDP,141,80,1,23,0
TCP,596,18,0,408,0
ICMP,2224,146,1,128,0
TCP,53,3,0,136,0
UDP,906,102,0,849,0
TCP,1211,269,0,524,0
TCP,307,98,0,138,0
TCP,638,82,0,280,1
TCP,3880,32,0,29,0
UDP,606,35,0,24,0
UDP,19,68,0,155,0
TCP,130,19,0,864,0
ICMP,1265,73,0,313,0
TCP,563,291,1,406,0
TCP,148,7,0,50,0
UDP,449,48,0,730,0
TCP,1179,163,0,162,0
ICMP,840,357,0,1211,0
TCP,688,29,0,1221,0
TCP,133,96,0,728,0
ICMP,248,11,0,295,0
TCP,3,40,0,217,0
TCP,566,46,0,59,0
ICMP,757,69,0,764,0
ICMP,85,72,0,19,0
ICMP,649,6,0,276,0
ICMP,558,236,0,80,0
UDP,31,466,0,194,0
ICMP,455,14,0,327,0
TCP,183,19,0,115,0
TCP,182,30,0,979,0
TCP,480,113,1,342,0
TCP,325,69,0,713,0
TCP,1439,3,0,702,0
TCP,16,4,0,233,0
TCP,47,110,0,872,0
TCP,4258,158,0,125,0
TCP,866,126,0,390,0
TCP,280,91,0,557,0
UDP,170,32,0,58,0
TCP,1455,23,0,9,0
TCP,300,290,0,1192,0
UDP,58,39,0,471,0
TCP,11,2,0,454,0
TCP,7307,572,6,5344,1
TCP,380,19,0,1394,0
UDP,92,98,0,426,0
TCP,868,38,0,469,0
UDP,203,410,0,160,0
UDP,190,109,0,333,0
TCP,936,28,0,1480,0
ICMP,203,166,0,248,0
TCP,172,12,0,863,0
UDP,261,167,0,57,0
TCP,280,0,0,690,0
TCP,533,43,0,728,0
TCP,555,22,0,230,0
TCP,422,26,0,447,0
TCP,298,117,0,73,0
TCP,342,125,0,229,0
TCP,667,33,0,1105,0
TCP,113,188,0,6,0
TCP,1115,198,0,1092,0
TCP,672,230,0,142,0
UDP,37,481,0,706,0
UDP,359,309,0,225,0
TCP,334,82,0,18,0
TCP,684,59,0,660,0
TCP,254,20,0,1396,0
TCP,1031,125,0,94,0
TCP,118,62,0,303,0
UDP,500,18,0,394,0
TCP,334,142,0,292,0
ICMP,4408,60,0,217,1
TCP,501,99,0,249,0
TCP,790,159,0,327,0
TCP,113,17,0,499,0
UDP,430,39,0,191,0
TCP,162,13,0,265,0
TCP,6020,302,0,4942,1
TCP,179,4,0,189,0
TCP,234,237,0,119,0
UDP,124,1,0,857,0
TCP,837,35,0,553,0
TCP,276,72,0,477,0
UDP,69,72,0,0,0
TCP,1137,98,0,638,0
TCP,181,12,0,330,0
TCP,308,5,0,752,0
ICMP,70,92,0,157,0
TCP,123,27,0,618,0
TCP,1323,143,1,402,0
UDP,226,85,0,768,0
TCP,265,3,0,765,0
TCP,347,211,1,16,0
TCP,549,31,0,98,0
UDP,169,14,0,1004,0
TCP,338,34,0,106,0
TCP,194,45,0,1014,0
TCP,382,59,0,449,0
TCP,513,110,0,16,0
TCP,444,53,0,740,0
UDP,495,18,0,159,0
TCP,10,490,0,30,0
UDP,773,112,0,599,0
